Customer_id,Join_date,Gender,Age
CUST00776,5/14/2023,Other,40
CUST00777,12/7/2022,Other,67
CUST00778,5/19/2022,Male,21
CUST00779,2/10/2024,Female,59
CUST00780,10/2/2023,Male,39
CUST00781,1/14/2023,Other,35
CUST00782,1/26/2024,Male,25
CUST00783,4/20/2024,Other,69
CUST00784,8/12/2023,Male,41
CUST00785,2/9/2024,Male,45
CUST00786,8/26/2022,Male,43
CUST00787,10/3/2022,Male,65
CUST00788,8/28/2023,Male,46
CUST00789,10/15/2023,Other,42
CUST00790,8/2/2022,Male,39
CUST00791,4/26/2024,Male,29
CUST00792,8/20/2022,Male,49
CUST00793,12/10/2022,Female,62
CUST00794,8/9/2023,Other,49
CUST00795,7/19/2023,Male,41
CUST00796,3/22/2024,Other,69
CUST00797,4/5/2024,Male,51
CUST00798,2/8/2024,Female,35
CUST00799,8/5/2023,Other,69
CUST00800,4/3/2024,Female,23
CUST00801,1/3/2023,Female,64
CUST00802,4/7/2024,Male,45
CUST00803,6/1/2022,Other,23
CUST00804,1/22/2023,Other,45
CUST00805,1/3/2024,Other,56
CUST00806,3/7/2023,Other,70
CUST00807,5/16/2022,Male,29
CUST00808,7/17/2022,Male,52
CUST00809,5/26/2022,Female,36
CUST00810,12/20/2023,Male,38
CUST00811,7/26/2023,Other,24
CUST00812,5/24/2023,Male,23
CUST00813,7/27/2022,Female,38
CUST00814,11/27/2023,Other,60
CUST00815,9/7/2023,Other,36
CUST00816,7/6/2022,Female,37
CUST00817,3/27/2024,Female,46
CUST00818,8/23/2023,Other,56
CUST00819,6/24/2022,Male,63
CUST00820,2/14/2024,Male,45
CUST00821,1/13/2023,Other,28
CUST00822,12/30/2023,Other,62
CUST00823,8/22/2023,Other,46
CUST00824,4/30/2022,Male,40
CUST00825,2/7/2023,Male,46
CUST00826,10/23/2023,Other,20
CUST00827,6/21/2022,Female,64
CUST00828,11/12/2023,Other,40
CUST00829,7/3/2023,Other,57
CUST00830,1/1/2024,Male,45
CUST00831,6/16/2023,Other,35
CUST00832,10/4/2023,Male,58
CUST00833,8/9/2023,Female,68
CUST00834,10/22/2022,Other,21
CUST00835,4/8/2024,Female,22
CUST00836,5/3/2022,Other,60
CUST00837,6/3/2023,Female,58
CUST00838,6/25/2022,Male,43
CUST00839,3/11/2023,Other,41
CUST00840,2/15/2024,Other,50
CUST00841,3/11/2024,Female,69
CUST00842,10/18/2023,Male,65
CUST00843,10/18/2022,Female,61
CUST00844,3/20/2024,Female,28
CUST00845,2/19/2023,Male,19
CUST00846,11/20/2022,Female,27
CUST00847,5/28/2022,Female,56
CUST00848,8/3/2023,Other,61
CUST00849,12/1/2023,Female,68
CUST00850,8/11/2022,Other,46
CUST00851,9/3/2023,Male,20
CUST00852,2/6/2023,Female,26
CUST00853,12/13/2023,Male,22
CUST00854,5/7/2023,Other,33
CUST00855,12/16/2022,Other,67
CUST00856,1/8/2024,Other,59
CUST00857,11/23/2022,Female,41
CUST00858,8/31/2022,Other,41
CUST00859,5/22/2022,Other,42
CUST00860,8/30/2022,Female,54
CUST00861,4/27/2024,Female,20
CUST00862,8/27/2022,Female,56
CUST00863,2/14/2024,Other,27
CUST00864,4/24/2024,Other,61
CUST00865,1/8/2024,Female,46
CUST00866,12/26/2022,Female,41
CUST00867,10/11/2022,Male,41
CUST00868,6/12/2022,Male,46
CUST00869,12/20/2022,Female,66
CUST00870,11/15/2022,Female,22
CUST00871,5/31/2022,Male,54
CUST00872,8/12/2023,Female,26
CUST00873,8/24/2023,Other,51
CUST00874,12/5/2022,Other,41
CUST00875,1/30/2023,Other,43
CUST00876,8/20/2022,Female,38
CUST00877,12/16/2022,Female,59
CUST00878,8/27/2022,Male,35
CUST00879,1/19/2023,Female,33
CUST00880,6/1/2022,Female,25
CUST00881,9/26/2023,Male,19
CUST00882,1/9/2024,Female,65
CUST00883,2/25/2023,Male,29
CUST00884,10/1/2023,Female,49
CUST00885,11/4/2022,Female,51
CUST00886,2/5/2024,Female,42
CUST00887,2/9/2024,Female,53
CUST00888,11/12/2022,Other,25
CUST00889,7/3/2023,Other,34
CUST00890,7/25/2022,Female,67
CUST00891,3/30/2023,Other,34
CUST00892,12/4/2023,Male,63
CUST00893,5/2/2023,Other,46
CUST00894,7/11/2022,Male,31
CUST00895,10/10/2023,Male,57
CUST00896,12/22/2023,Male,36
CUST00897,10/21/2023,Other,62
CUST00898,3/31/2024,Female,49
CUST00899,1/22/2023,Female,30
CUST00900,7/27/2023,Other,25
CUST00901,3/4/2024,Male,26
CUST00902,11/11/2022,Other,22
CUST00903,8/7/2022,Female,46
CUST00904,7/8/2023,Other,29
CUST00905,11/27/2022,Other,63
CUST00906,12/6/2022,Female,46
CUST00907,1/8/2023,Female,23
CUST00908,10/25/2023,Male,69
CUST00909,9/22/2022,Male,61
CUST00910,11/17/2023,Female,38
CUST00911,1/28/2024,Male,60
CUST00912,4/8/2023,Female,40
CUST00913,1/20/2024,Other,63
CUST00914,1/3/2023,Male,22
CUST00915,1/1/2024,Female,53
CUST00916,10/14/2023,Other,52
CUST00917,11/15/2023,Other,36
CUST00918,3/26/2023,Female,37
CUST00919,11/5/2023,Female,28
CUST00920,8/15/2022,Other,63
CUST00921,10/27/2023,Other,63
CUST00922,2/4/2024,Female,62
CUST00923,9/29/2023,Female,58
CUST00924,7/29/2023,Other,29
CUST00925,6/27/2022,Other,68
CUST00926,6/3/2023,Female,41
CUST00927,11/24/2023,Female,50
CUST00928,2/1/2024,Other,32
CUST00929,6/18/2022,Female,25
CUST00930,7/22/2022,Female,30
CUST00931,1/14/2023,Female,68
CUST00932,6/24/2022,Female,26
CUST00933,3/29/2023,Male,33
CUST00934,9/24/2022,Male,68
CUST00935,7/18/2023,Other,49
CUST00936,4/7/2024,Male,19
CUST00937,5/24/2023,Female,41
CUST00938,2/2/2024,Male,53
CUST00939,3/12/2023,Other,54
CUST00940,6/26/2022,Other,41
CUST00941,1/15/2024,Other,47
CUST00942,4/21/2024,Male,69
CUST00943,6/8/2022,Male,53
CUST00944,4/6/2023,Male,26
CUST00945,3/8/2023,Other,57
CUST00946,11/8/2023,Female,23
CUST00947,9/23/2023,Female,22
CUST00948,6/21/2023,Other,37
CUST00949,5/3/2022,Other,43
CUST00950,5/23/2022,Other,63
CUST00951,6/22/2023,Other,64
CUST00952,11/21/2022,Female,48
CUST00953,4/30/2022,Male,51
CUST00954,8/22/2022,Male,44
CUST00955,12/3/2022,Female,67
CUST00956,11/24/2022,Male,44
CUST00957,8/13/2022,Female,70
CUST00958,4/2/2024,Male,54
CUST00959,1/25/2023,Female,22
CUST00960,7/3/2022,Male,26
CUST00961,5/23/2022,Other,38
CUST00962,7/16/2023,Other,59
CUST00963,11/30/2022,Male,22
CUST00964,11/29/2022,Female,46
CUST00965,8/25/2023,Male,47
CUST00966,10/22/2023,Male,61
CUST00967,8/25/2023,Other,51
CUST00968,6/4/2023,Female,40
CUST00969,1/3/2023,Other,26
CUST00970,5/3/2022,Male,67
CUST00971,9/2/2022,Other,53
CUST00972,3/6/2023,Female,58
CUST00973,8/31/2023,Male,55
CUST00974,10/20/2022,Male,29
CUST00975,11/27/2022,Other,67
CUST00976,9/24/2022,Female,26
CUST00977,9/7/2022,Female,45
CUST00978,8/2/2022,Female,50
CUST00979,3/14/2024,Female,21
CUST00980,5/9/2023,Female,25
CUST00981,6/17/2022,Male,51
CUST00982,9/23/2022,Male,27
CUST00983,7/16/2023,Female,37
CUST00984,11/4/2023,Female,28
CUST00985,6/28/2022,Male,28
CUST00986,12/22/2023,Male,38
CUST00987,7/14/2022,Female,63
CUST00988,4/8/2024,Female,32
CUST00989,5/31/2022,Male,40
CUST00990,4/28/2024,Other,51
CUST00991,5/6/2022,Other,36
CUST00992,7/8/2023,Other,23
CUST00993,7/30/2023,Male,34
CUST00994,11/24/2023,Male,30
CUST00995,4/26/2024,Male,58
CUST00996,8/8/2023,Other,53
CUST00997,4/21/2024,Female,35
CUST00998,5/6/2023,Male,26
CUST00999,7/31/2023,Male,58
CUST01000,12/22/2023,Male,37
CUST01001,3/27/2024,Other,57
CUST01002,4/5/2024,Female,52
CUST01003,8/19/2023,Other,23
CUST01004,11/18/2022,Other,50
CUST01005,9/29/2022,Other,59
CUST01006,6/15/2022,Male,28
CUST01007,9/23/2023,Other,55
CUST01008,6/28/2022,Female,55
CUST01009,5/19/2022,Female,27
CUST01010,5/16/2022,Female,28
CUST01011,3/16/2024,Female,60
CUST01012,3/2/2023,Other,57
CUST01013,4/27/2023,Female,64
CUST01014,7/22/2023,Female,56
CUST01015,9/4/2022,Other,39
CUST01016,8/7/2022,Other,54
CUST01017,9/21/2022,Male,20
CUST01018,5/11/2022,Other,70
CUST01019,5/28/2023,Other,19
CUST01020,1/18/2023,Male,23
CUST01021,8/13/2023,Male,20
CUST01022,11/20/2022,Other,59
CUST01023,5/31/2023,Male,67
CUST01024,6/10/2023,Female,54
CUST01025,8/7/2022,Other,34
CUST01026,4/26/2024,Male,59
CUST01027,5/14/2022,Male,31
CUST01028,8/7/2022,Male,67
CUST01029,10/2/2023,Male,54
CUST01030,5/18/2022,Other,44
CUST01031,5/29/2022,Male,57
CUST01032,11/2/2022,Male,58
CUST01033,8/11/2022,Male,19
CUST01034,2/12/2023,Female,49
CUST01035,11/30/2023,Female,58
CUST01036,4/4/2023,Other,52
CUST01037,12/14/2022,Other,36
CUST01038,1/28/2024,Female,59
CUST01039,9/27/2023,Female,37
CUST01040,3/22/2023,Male,48
CUST01041,10/28/2023,Male,33
CUST01042,5/25/2023,Female,69
CUST01043,7/1/2023,Other,69
CUST01044,9/5/2023,Female,61
CUST01045,10/19/2023,Other,43
CUST01046,8/12/2022,Female,37
CUST01047,12/12/2022,Male,47
CUST01048,8/22/2022,Other,22
CUST01049,3/12/2024,Male,62
CUST01050,12/1/2022,Female,21
CUST01051,12/7/2023,Other,28
CUST01052,3/20/2023,Other,46
CUST01053,12/28/2022,Other,44
CUST01054,2/2/2024,Male,48
CUST01055,1/9/2024,Female,47
CUST01056,3/10/2024,Male,31
CUST01057,5/29/2023,Other,39
CUST01058,8/12/2022,Male,56
CUST01059,6/9/2023,Other,27
CUST01060,11/3/2023,Male,38
CUST01061,9/7/2022,Female,63
CUST01062,12/1/2022,Male,38
CUST01063,3/7/2023,Male,64
CUST01064,12/26/2022,Male,40
CUST01065,12/12/2023,Male,43
CUST01066,8/2/2022,Female,26
CUST01067,8/9/2023,Other,66
CUST01068,7/27/2022,Other,41
CUST01069,5/21/2023,Other,50
CUST01070,7/19/2022,Female,53
CUST01071,7/14/2022,Female,24
CUST01072,7/19/2022,Male,38
CUST01073,3/30/2024,Female,33
CUST01074,12/20/2022,Other,47
CUST01075,3/11/2023,Female,25
CUST01076,4/6/2024,Other,35
CUST01077,7/11/2022,Female,46
CUST01078,8/2/2023,Female,33
CUST01079,1/2/2024,Other,27
CUST01080,2/2/2024,Other,24
CUST01081,3/9/2023,Female,21
CUST01082,6/24/2022,Female,36
CUST01083,11/14/2022,Male,42
CUST01084,8/8/2022,Other,57
CUST01085,5/18/2023,Male,44
CUST01086,3/4/2024,Female,33
CUST01087,7/31/2022,Other,28
CUST01088,7/14/2022,Female,70
CUST01089,3/17/2024,Other,38
CUST01090,3/21/2023,Female,54
CUST01091,6/27/2023,Male,64
CUST01092,5/7/2023,Male,38
CUST01093,9/25/2023,Male,30
CUST01094,8/16/2022,Other,66
CUST01095,2/25/2024,Other,28
CUST01096,1/25/2024,Other,49
CUST01097,4/26/2023,Male,50
CUST01098,3/29/2023,Other,47
CUST01099,3/9/2024,Female,49
CUST01100,12/22/2022,Other,37
CUST01101,10/16/2023,Male,49
CUST01102,12/29/2023,Male,19
CUST01103,1/16/2023,Female,23
CUST01104,1/18/2023,Other,43
CUST01105,9/7/2023,Other,50
CUST01106,8/30/2023,Female,47
CUST01107,4/12/2023,Female,33
CUST01108,9/2/2023,Male,31
CUST01109,6/30/2023,Other,55
CUST01110,12/17/2023,Female,40
CUST01111,10/13/2022,Other,21
CUST01112,12/3/2023,Female,21
CUST01113,1/3/2024,Male,36
CUST01114,6/6/2023,Female,49
CUST01115,10/17/2022,Female,56
CUST01116,7/4/2023,Female,59
CUST01117,12/25/2022,Female,61
CUST01118,5/26/2022,Female,48
CUST01119,11/7/2022,Other,36
CUST01120,4/25/2024,Male,52
CUST01121,9/12/2023,Male,18
CUST01122,9/24/2022,Female,24
CUST01123,2/19/2023,Female,45
CUST01124,10/18/2023,Other,26
CUST01125,12/31/2023,Female,34
CUST01126,9/3/2022,Female,64
CUST01127,9/2/2022,Other,41
CUST01128,11/29/2023,Female,66
CUST01129,9/7/2022,Other,43
CUST01130,11/3/2022,Male,41
CUST01131,7/7/2023,Female,20
CUST01132,2/27/2023,Male,43
CUST01133,3/7/2023,Female,21
CUST01134,3/4/2024,Female,54
CUST01135,9/3/2023,Female,53
CUST01136,6/19/2023,Male,30
CUST01137,5/28/2023,Female,41
CUST01138,4/24/2023,Other,53
CUST01139,10/27/2023,Male,36
CUST01140,6/7/2023,Other,22
CUST01141,10/26/2023,Other,42
CUST01142,11/8/2023,Female,50
CUST01143,6/10/2023,Female,46
CUST01144,5/23/2023,Male,66
CUST01145,7/24/2023,Male,53
CUST01146,6/13/2023,Other,35
CUST01147,4/22/2023,Female,70
CUST01148,11/16/2022,Other,57
CUST01149,3/20/2023,Female,61
CUST01150,9/13/2022,Other,57
CUST01151,6/5/2023,Female,25
CUST01152,2/6/2024,Male,26
CUST01153,9/21/2023,Male,24
CUST01154,9/26/2022,Female,43
CUST01155,11/13/2023,Other,41
CUST01156,2/20/2024,Male,68
CUST01157,9/18/2022,Female,39
CUST01158,6/19/2023,Female,53
CUST01159,7/6/2023,Other,41
CUST01160,6/24/2023,Female,66
CUST01161,1/7/2023,Male,27
CUST01162,12/12/2023,Male,30
CUST01163,2/9/2023,Other,56
CUST01164,2/7/2024,Other,50
CUST01165,3/28/2024,Male,43
CUST01166,12/8/2023,Other,50
CUST01167,1/17/2023,Male,20
CUST01168,4/1/2024,Female,20
CUST01169,7/12/2022,Other,20
CUST01170,10/7/2022,Male,26
CUST01171,12/9/2022,Other,63
CUST01172,7/20/2023,Female,39
CUST01173,7/19/2022,Male,69
CUST01174,10/13/2022,Male,48
CUST01175,2/4/2023,Male,51
CUST01176,5/22/2022,Female,47
CUST01177,1/5/2023,Male,27
CUST01178,10/30/2022,Other,56
CUST01179,9/16/2022,Male,50
CUST01180,10/12/2023,Female,26
CUST01181,7/4/2023,Other,38
CUST01182,5/6/2022,Female,57
CUST01183,9/3/2023,Other,38
CUST01184,5/16/2022,Other,28
CUST01185,8/3/2023,Female,43
CUST01186,7/17/2022,Female,57
CUST01187,8/18/2023,Female,65
CUST01188,1/30/2024,Female,37
CUST01189,7/31/2022,Male,55
CUST01190,6/12/2022,Female,39
CUST01191,3/14/2024,Other,50
CUST01192,6/29/2023,Male,50
CUST01193,2/27/2024,Female,52
CUST01194,12/8/2023,Male,49
CUST01195,11/3/2022,Other,63
CUST01196,12/22/2023,Other,54
CUST01197,3/13/2024,Other,37
CUST01198,6/30/2022,Male,48
CUST01199,11/17/2022,Male,70
CUST01200,5/16/2023,Female,19
CUST01201,8/20/2022,Female,41
CUST01202,11/8/2022,Female,39
CUST01203,2/17/2023,Other,61
CUST01204,6/29/2022,Female,25
CUST01205,10/8/2023,Male,44
CUST01206,7/13/2023,Female,55
CUST01207,1/8/2023,Other,37
CUST01208,9/3/2023,Female,68
CUST01209,7/4/2023,Other,64
CUST01210,9/23/2022,Other,62
CUST01211,1/16/2023,Other,58
CUST01212,4/13/2023,Female,19
CUST01213,4/19/2024,Male,56
CUST01214,2/7/2023,Female,48
CUST01215,11/29/2023,Other,34
CUST01216,6/3/2022,Female,59
CUST01217,8/22/2022,Female,68
CUST01218,4/20/2024,Female,67
CUST01219,10/13/2022,Other,55
CUST01220,8/3/2023,Other,54
CUST01221,3/13/2023,Female,32
CUST01222,9/7/2023,Female,64
CUST01223,9/19/2023,Female,21
CUST01224,12/2/2022,Male,55
CUST01225,12/29/2023,Other,48
CUST01226,5/21/2022,Male,28
CUST01227,5/29/2023,Other,51
CUST01228,4/14/2023,Female,58
CUST01229,1/7/2023,Male,64
CUST01230,3/26/2023,Female,57
CUST01231,4/15/2024,Male,67
CUST01232,7/7/2023,Female,42
CUST01233,3/31/2024,Other,27
CUST01234,6/22/2023,Female,70
CUST01235,10/24/2023,Other,61
CUST01236,5/9/2023,Female,33
CUST01237,6/22/2023,Female,20
CUST01238,12/24/2023,Other,54
CUST01239,11/23/2022,Other,62
CUST01240,4/15/2024,Male,25
CUST01241,5/20/2022,Female,30
CUST01242,4/1/2024,Male,19
CUST01243,8/17/2022,Male,46
CUST01244,11/28/2022,Other,38
CUST01245,7/4/2022,Other,44
CUST01246,8/25/2022,Female,27
CUST01247,11/6/2023,Male,44
CUST01248,8/1/2023,Female,62
CUST01249,9/4/2022,Male,31
CUST01250,1/5/2023,Other,44
CUST01251,7/6/2022,Female,50
CUST01252,9/5/2022,Male,67
CUST01253,11/14/2023,Other,57
CUST01254,3/26/2024,Male,48
CUST01255,11/23/2023,Female,65
CUST01256,1/6/2024,Other,64
CUST01257,3/13/2024,Male,21
CUST01258,1/29/2024,Male,63
CUST01259,10/30/2023,Female,26
CUST01260,12/20/2022,Female,51
CUST01261,11/11/2023,Female,31
CUST01262,8/9/2023,Other,53
CUST01263,7/31/2022,Other,38
CUST01264,8/28/2023,Female,60
CUST01265,7/28/2022,Other,48
CUST01266,10/2/2022,Male,51
CUST01267,1/5/2023,Female,42
CUST01268,8/14/2022,Other,38
CUST01269,7/16/2023,Other,29
CUST01270,1/7/2023,Female,47
CUST01271,12/6/2022,Female,52
CUST01272,10/12/2022,Other,39
CUST01273,6/17/2023,Other,52
CUST01274,10/19/2023,Female,40
CUST01275,3/29/2024,Other,61
CUST01276,7/23/2022,Male,67
CUST01277,6/15/2022,Other,64
CUST01278,7/22/2022,Male,61
CUST01279,7/17/2022,Male,59
CUST01280,9/12/2023,Other,69
CUST01281,2/5/2024,Other,62
CUST01282,12/25/2023,Female,34
CUST01283,4/17/2024,Male,57
CUST01284,8/5/2023,Other,48
CUST01285,1/17/2023,Male,30
CUST01286,10/7/2022,Female,33
CUST01287,3/12/2024,Male,35
CUST01288,12/11/2022,Other,53
CUST01289,9/24/2023,Other,37
CUST01290,10/11/2023,Male,32
CUST01291,12/27/2023,Female,37
CUST01292,6/10/2023,Male,67
CUST01293,10/26/2023,Other,36
CUST01294,2/20/2024,Female,63
CUST01295,3/25/2023,Male,31
CUST01296,11/8/2023,Male,62
CUST01297,7/5/2023,Female,63
CUST01298,9/26/2022,Male,49
CUST01299,4/5/2023,Female,38
CUST01300,7/13/2023,Female,48
CUST01301,4/11/2024,Female,40
CUST01302,4/16/2024,Female,53
CUST01303,3/7/2024,Male,68
CUST01304,1/15/2023,Male,64
CUST01305,6/5/2022,Other,35
CUST01306,8/27/2023,Female,36
CUST01307,1/28/2023,Other,25
CUST01308,1/20/2023,Other,54
CUST01309,9/25/2022,Male,61
CUST01310,5/29/2022,Male,52
CUST01311,7/1/2023,Male,42
CUST01312,7/29/2022,Male,43
CUST01313,11/22/2022,Other,70
CUST01314,10/19/2022,Female,40
CUST01315,8/9/2022,Other,67
CUST01316,8/29/2022,Other,69
CUST01317,3/11/2024,Male,27
CUST01318,7/13/2022,Female,36
CUST01319,1/18/2023,Other,20
CUST01320,6/17/2023,Male,36
CUST01321,11/11/2022,Male,63
CUST01322,1/30/2023,Female,23
CUST01323,9/14/2022,Other,40
CUST01324,1/20/2024,Female,46
CUST01325,5/15/2022,Female,59
CUST01326,5/1/2023,Female,34
CUST01327,4/27/2024,Other,65
CUST01328,4/15/2024,Male,48
CUST01329,4/26/2024,Female,31
CUST01330,4/20/2023,Female,30
CUST01331,10/21/2022,Other,70
CUST01332,3/6/2023,Other,52
CUST01333,8/3/2022,Male,35
CUST01334,7/23/2022,Male,53
CUST01335,4/19/2023,Female,62
CUST01336,4/18/2023,Female,35
CUST01337,12/28/2023,Other,26
CUST01338,9/3/2023,Female,24
CUST01339,6/29/2022,Other,57
CUST01340,5/3/2023,Female,65
CUST01341,9/19/2022,Other,55
CUST01342,1/2/2023,Female,33
CUST01343,9/1/2022,Female,33
CUST01344,8/14/2022,Female,21
CUST01345,11/18/2022,Male,60
CUST01346,11/23/2023,Female,51
CUST01347,4/16/2023,Female,32
CUST01348,5/14/2023,Male,58
CUST01349,7/3/2022,Male,32
CUST01350,9/16/2022,Female,21
CUST01351,10/1/2023,Other,24
CUST01352,5/17/2022,Female,44
CUST01353,8/9/2022,Other,39
CUST01354,7/29/2023,Female,63
CUST01355,4/7/2023,Other,48
CUST01356,3/3/2023,Female,24
CUST01357,3/3/2024,Male,61
CUST01358,9/5/2022,Other,67
CUST01359,10/18/2023,Female,26
CUST01360,5/23/2022,Female,18
CUST01361,1/14/2024,Male,53
CUST01362,10/24/2022,Other,28
CUST01363,2/2/2023,Other,44
CUST01364,10/28/2023,Other,59
CUST01365,9/5/2022,Male,48
CUST01366,8/31/2023,Other,48
CUST01367,3/7/2023,Other,59
CUST01368,2/21/2024,Female,30
CUST01369,12/17/2022,Female,66
CUST01370,12/5/2023,Male,36
CUST01371,1/7/2023,Other,38
CUST01372,12/28/2022,Female,36
CUST01373,4/6/2023,Male,59
CUST01374,9/14/2023,Other,21
CUST01375,12/7/2022,Male,67
CUST01376,6/9/2023,Other,23
CUST01377,1/22/2024,Female,59
CUST01378,1/24/2023,Other,54
CUST01379,9/5/2023,Other,32
CUST01380,1/31/2023,Other,52
CUST01381,7/28/2023,Other,65
CUST01382,7/15/2023,Male,64
CUST01383,9/3/2023,Other,20
CUST01384,12/4/2022,Male,29
CUST01385,1/19/2024,Other,44
CUST01386,12/25/2022,Other,29
CUST01387,10/12/2022,Male,20
CUST01388,11/30/2022,Female,43
CUST01389,9/14/2022,Female,68
CUST01390,11/20/2022,Male,49
CUST01391,4/15/2024,Other,29
CUST01392,2/11/2023,Female,65
CUST01393,10/22/2023,Other,36
CUST01394,9/20/2022,Male,20
CUST01395,12/31/2023,Male,18
CUST01396,4/11/2023,Female,37
CUST01397,12/16/2023,Female,54
CUST01398,3/5/2023,Other,56
CUST01399,4/7/2024,Female,24
CUST01400,9/13/2022,Male,39
CUST01401,7/19/2022,Male,36
CUST01402,12/24/2022,Male,47
CUST01403,11/25/2023,Other,59
CUST01404,9/18/2022,Female,52
CUST01405,1/24/2023,Other,51
CUST01406,2/1/2023,Other,49
CUST01407,3/9/2023,Female,26
CUST01408,3/17/2024,Male,50
CUST01409,8/3/2023,Female,47
CUST01410,3/10/2024,Female,35
CUST01411,1/12/2023,Female,30
CUST01412,11/3/2022,Other,69
CUST01413,6/22/2022,Female,25
CUST01414,6/3/2022,Male,39
CUST01415,1/10/2024,Female,28
CUST01416,2/15/2023,Male,64
CUST01417,8/25/2023,Male,47
CUST01418,8/19/2023,Male,59
CUST01419,9/23/2022,Other,34
CUST01420,5/7/2023,Other,63
CUST01421,7/5/2022,Other,29
CUST01422,12/27/2023,Female,18
CUST01423,11/26/2022,Other,65
CUST01424,5/22/2023,Female,39
CUST01425,10/14/2022,Male,68
CUST01426,7/18/2023,Female,36
CUST01427,7/10/2022,Male,54
CUST01428,8/31/2023,Female,61
CUST01429,8/22/2022,Other,66
CUST01430,12/14/2022,Male,30
CUST01431,9/3/2023,Female,29
CUST01432,12/29/2023,Female,57
CUST01433,6/21/2023,Other,58
CUST01434,1/12/2024,Other,43
CUST01435,1/1/2023,Other,70
CUST01436,3/23/2023,Female,45
CUST01437,4/28/2023,Other,50
CUST01438,12/3/2023,Female,38
CUST01439,5/13/2023,Other,23
CUST01440,5/7/2023,Female,43
CUST01441,8/20/2022,Male,60
CUST01442,12/2/2022,Other,24
CUST01443,1/8/2024,Male,29
CUST01444,12/10/2022,Female,26
CUST01445,6/14/2022,Male,48
CUST01446,11/24/2023,Other,38
CUST01447,7/28/2023,Other,33
CUST01448,3/18/2023,Female,18
CUST01449,6/15/2023,Other,34
CUST01450,6/15/2023,Male,42
CUST01451,4/28/2023,Other,33
CUST01452,2/20/2024,Male,46
CUST01453,5/6/2023,Other,66
CUST01454,10/18/2022,Female,35
CUST01455,3/7/2023,Other,39
CUST01456,12/13/2023,Female,37
CUST01457,3/7/2024,Other,55
CUST01458,7/6/2023,Female,64
CUST01459,9/23/2022,Male,54
CUST01460,7/6/2022,Male,18
CUST01461,10/18/2022,Male,34
CUST01462,7/17/2023,Male,59
CUST01463,6/21/2023,Female,41
CUST01464,12/30/2023,Female,62
CUST01465,4/3/2024,Male,33
CUST01466,7/8/2023,Male,21
CUST01467,9/13/2022,Male,60
CUST01468,10/22/2022,Other,25
CUST01469,11/1/2022,Male,47
CUST01470,12/19/2023,Female,37
CUST01471,8/28/2023,Female,28
CUST01472,10/21/2022,Female,43
CUST01473,7/16/2022,Other,61
CUST01474,3/24/2023,Other,50
CUST01475,11/12/2022,Other,63
CUST01476,6/3/2022,Other,67
CUST01477,11/30/2022,Female,37
CUST01478,1/20/2024,Other,62
CUST01479,10/29/2022,Other,25
CUST01480,12/15/2023,Other,58
CUST01481,10/14/2022,Male,36
CUST01482,9/27/2023,Female,41
CUST01483,8/28/2023,Other,57
CUST01484,11/13/2023,Male,32
CUST01485,3/22/2023,Female,32
CUST01486,4/28/2023,Other,26
CUST01487,6/27/2022,Female,48
CUST01488,12/13/2022,Female,27
CUST01489,1/26/2024,Male,47
CUST01490,3/12/2023,Other,65
CUST01491,7/6/2023,Female,56
CUST01492,8/28/2022,Male,41
CUST01493,1/15/2023,Female,44
CUST01494,3/22/2023,Female,62
CUST01495,3/19/2023,Male,53
CUST01496,12/16/2022,Female,48
CUST01497,5/5/2023,Male,66
CUST01498,3/31/2024,Other,52
CUST01499,4/30/2023,Female,69
CUST01500,3/29/2024,Other,60
